Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_date,Condition,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Figure,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,panel,Platform,ReleaseDate,replicate,Sample Name,sample_type,section,SRA Study,strain,Also_present_in
SRR19211589,AMPLICON,246,18122162,PRJNA838025,SAMN28402502,"Microbe\, viral or environmental",9693127,GLADSTONE INSTITUTES,2021-05,BA_PCR4,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15275944,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_40,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_m_BA_PCR4_rep4,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghji_BA_48hr_PCR4_rep4||ED_6d_PCR1_rep5
SRR19211633,AMPLICON,246,26467386,PRJNA838025,SAMN28402323,"Microbe\, viral or environmental",13595779,GLADSTONE INSTITUTES,2020-06/2020-07,part_2_hr24,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15275900,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_25,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,2,Main_1_ghi_part_2_hr24_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211651,AMPLICON,246,31027872,PRJNA838025,SAMN28402307,"Microbe\, viral or environmental",14669339,GLADSTONE INSTITUTES,2020-02/2020-05,part_2_hr16.5,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15275882,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_5_34,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,1,Main_1_ghi_part_2_hr16.5_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211670,AMPLICON,246,30538040,PRJNA838025,SAMN28402294,"Microbe\, viral or environmental",15790580,GLADSTONE INSTITUTES,2020-06/2020-07,part_1_hr24,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15275863,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_06,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,2,Main_1_ghi_part_1_hr24_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211696,AMPLICON,246,68153731,PRJNA838025,SAMN28402434,"Microbe\, viral or environmental",38429900,GLADSTONE INSTITUTES,2021-05,BA_PCR5,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15275837,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_18_166,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_l_BA_PCR5_rep4,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_BA_48hr_PCR5_rep4||ED_6b_PCR5_rep4
SRR19211729,AMPLICON,246,54839912,PRJNA838025,SAMN28402265,"Microbe\, viral or environmental",29889502,GLADSTONE INSTITUTES,2017-07/2017-08,v32+RT,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15275804,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,MS54_S14,SINGLE,PCR,GENOMIC,Escherichia coli,e,ILLUMINA,2022-07-31T00:00:00Z,3,Main_1_e_v32+RT_rep3,Cell Culture,Main,SRP375182,BL21-AI,Main_3b_retron_v32_rep3
SRR19211779,AMPLICON,246,7600138,PRJNA838025,SAMN28402361,"Microbe\, viral or environmental",3871150,GLADSTONE INSTITUTES,2020-05/2020-06,v35_bcB6,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15275754,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_6_29,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,3,Main_2_bcd_v35_bcB6_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211848,AMPLICON,246,13384203,PRJNA838025,SAMN28402379,"Microbe\, viral or environmental",6760579,GLADSTONE INSTITUTES,2020-08/2020-10,oligo_Eco4_cleaved,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15275685,3,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_9_28,SINGLE,PCR,GENOMIC,Escherichia coli,g,ILLUMINA,2022-07-31T00:00:00Z,3,Main_3_g_oligo_Eco4_cleaved_rep3,Cell Culture,Main,SRP375182,BL21-AI,ED_3c_oligo_Eco4_cleaved_Eco4_rep3
SRR19211852,AMPLICON,246,7916185,PRJNA838025,SAMN28402375,"Microbe\, viral or environmental",4036330,GLADSTONE INSTITUTES,2020-05/2020-06,retron_Eco4,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15275681,3,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_6_53,SINGLE,PCR,GENOMIC,Escherichia coli,g,ILLUMINA,2022-07-31T00:00:00Z,2,Main_3_g_retron_Eco4_rep2,Cell Culture,Main,SRP375182,BL21-AI,Main_3i_retron_Eco4_rep2||ED_3c_retron_Eco4_rep2
SRR19211600,AMPLICON,246,124125862,PRJNA838025,SAMN28402492,"Microbe\, viral or environmental",77036869,GLADSTONE INSTITUTES,2021-04/2021-05,BA_PCR2,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15275933,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_20,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,2,Main_4_m_BA_PCR2_rep2,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghji_BA_48hr_PCR2_rep2||ED_6d_PCR3_rep2
SRR19211615,AMPLICON,246,71089024,PRJNA838025,SAMN28402478,"Microbe\, viral or environmental",39608157,GLADSTONE INSTITUTES,2021-05,AB_PCR5,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX15275918,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_18_175,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_m_AB_PCR5_rep6,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghij_AB_48hr_PCR5_rep6||ED_6c_PCR5_rep6
SRR19211626,AMPLICON,246,25021021,PRJNA838025,SAMN28402330,"Microbe\, viral or environmental",12809371,GLADSTONE INSTITUTES,2020-06/2020-07,part_2_hr18,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX15275907,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_32,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,3,Main_1_ghi_part_2_hr18_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211631,AMPLICON,246,29148811,PRJNA838025,SAMN28402325,"Microbe\, viral or environmental",14932408,GLADSTONE INSTITUTES,2020-06/2020-07,part_2_hr10.5,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX15275902,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_27,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,3,Main_1_ghi_part_2_hr10.5_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211653,AMPLICON,246,28414597,PRJNA838025,SAMN28402305,"Microbe\, viral or environmental",14756830,GLADSTONE INSTITUTES,2020-02/2020-05,part_2_hr13.5,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX15275880,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_5_32,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,1,Main_1_ghi_part_2_hr13.5_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211673,AMPLICON,246,36726470,PRJNA838025,SAMN28402570,"Microbe\, viral or environmental",18207167,GLADSTONE INSTITUTES,2022-01/2022-02,day5_PCR1,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX15275860,7,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_30_21,SINGLE,PCR,GENOMIC,Escherichia coli,abcd,ILLUMINA,2022-07-31T00:00:00Z,3,ED_7_abcd_day5_PCR1_rep3,Cell Culture,ED,SRP375182,bSLS.114,
SRR19211680,AMPLICON,246,42679507,PRJNA838025,SAMN28402563,"Microbe\, viral or environmental",21564110,GLADSTONE INSTITUTES,2022-01/2022-02,day0_PCR2,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX15275853,7,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_30_55,SINGLE,PCR,GENOMIC,Escherichia coli,abcd,ILLUMINA,2022-07-31T00:00:00Z,3,ED_7_abcd_day0_PCR2_rep3,Cell Culture,ED,SRP375182,bSLS.114,
SRR19211713,AMPLICON,246,62454364,PRJNA838025,SAMN28402419,"Microbe\, viral or environmental",38544614,GLADSTONE INSTITUTES,2021-04/2021-05,BA_PCR2,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX15275820,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_14,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,1,Main_4_l_BA_PCR2_rep1,Cell Culture,Main,SRP375182,bSLS.114,ED_6b_PCR2_rep1
SRR19211717,AMPLICON,246,27427797,PRJNA838025,SAMN28402284,"Microbe\, viral or environmental",17012902,GLADSTONE INSTITUTES,2019-12/2020-02,part_1_hr4.5,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX15275816,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_4_09,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,1,Main_1_ghi_part_1_hr4.5_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211768,AMPLICON,246,21491179,PRJNA838025,SAMN28402398,"Microbe\, viral or environmental",11313828,GLADSTONE INSTITUTES,2021-05,AB_PCR4,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX15275765,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_37,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_l_AB_PCR4_rep4,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_AB_48hr_PCR4_rep4||Main_5d_24+24hr_PCR4_rep4||ED_6a_PCR4_rep4
SRR19211802,AMPLICON,246,11726616,PRJNA838025,SAMN28402340,"Microbe\, viral or environmental",6369724,GLADSTONE INSTITUTES,2019-09/2019-12,v35_bcB1,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX15275731,2,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_3_37,SINGLE,PCR,GENOMIC,Escherichia coli,bcd,ILLUMINA,2022-07-31T00:00:00Z,1,Main_2_bcd_v35_bcB1_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211810,AMPLICON,246,128682862,PRJNA838025,SAMN28402529,"Microbe\, viral or environmental",75252488,GLADSTONE INSTITUTES,2021-12,48+48hr,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX15275723,5,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_27_09,SINGLE,PCR,GENOMIC,Escherichia coli,d,ILLUMINA,2022-07-31T00:00:00Z,3,Main_5_d_48+48hr_rep3,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211816,AMPLICON,246,48297608,PRJNA838025,SAMN28402523,"Microbe\, viral or environmental",29533775,GLADSTONE INSTITUTES,2021-12,6+6hr,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX15275717,5,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_27_03,SINGLE,PCR,GENOMIC,Escherichia coli,d,ILLUMINA,2022-07-31T00:00:00Z,3,Main_5_d_6+6hr_rep3,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211822,AMPLICON,246,20902992,PRJNA838025,SAMN28402518,"Microbe\, viral or environmental",10960148,GLADSTONE INSTITUTES,2021-05,BA_24hr_PCR2,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15275711,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_52,SINGLE,PCR,GENOMIC,Escherichia coli,ghji,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_ghji_BA_24hr_PCR2_rep5,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211830,AMPLICON,246,15375810,PRJNA838025,SAMN28402511,"Microbe\, viral or environmental",8066778,GLADSTONE INSTITUTES,2021-05,BA_PCR4,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX15275703,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_48,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_m_BA_PCR4_rep6,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghji_BA_48hr_PCR4_rep6||ED_6d_PCR5_rep6
SRR19211831,AMPLICON,246,18323702,PRJNA838025,SAMN28402510,"Microbe\, viral or environmental",10184568,GLADSTONE INSTITUTES,2021-05,BA_PCR3,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15275702,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_36,SINGLE,PCR,GENOMIC,Escherichia coli,m,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_m_BA_PCR3_rep6,Cell Culture,Main,SRP375182,bSLS.114,Main_4ghji_BA_48hr_PCR3_rep6||ED_6d_PCR4_rep6
SRR19211843,AMPLICON,246,49154973,PRJNA838025,SAMN28402383,"Microbe\, viral or environmental",30634095,GLADSTONE INSTITUTES,2021-04/2021-05,AB_PCR1,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15275690,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_01,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,1,Main_4_l_AB_PCR1_rep1,Cell Culture,Main,SRP375182,bSLS.114,Main_5d_24+24hr_PCR1_rep1||ED_6a_PCR1_rep1
SRR19211862,AMPLICON,246,21688852,PRJNA838025,SAMN28402366,"Microbe\, viral or environmental",11518454,GLADSTONE INSTITUTES,2017-05/2017-06,oligo_v32,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX15275671,3,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,MS50_S16,SINGLE,PCR,GENOMIC,Escherichia coli,b,ILLUMINA,2022-07-31T00:00:00Z,3,Main_3_b_oligo_v32_rep3,Cell Culture,Main,SRP375182,BL21-AI,Main_3e_oligo_v32_rep3
SRR19211864,AMPLICON,246,14325981,PRJNA838025,SAMN28402364,"Microbe\, viral or environmental",9301971,GLADSTONE INSTITUTES,2017-04/2017-05,oligo_v32,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX15275669,3,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,MS49_S24,SINGLE,PCR,GENOMIC,Escherichia coli,b,ILLUMINA,2022-07-31T00:00:00Z,1,Main_3_b_oligo_v32_rep1,Cell Culture,Main,SRP375182,BL21-AI,Main_3e_oligo_v32_rep1
SRR19211866,AMPLICON,246,77345019,PRJNA838025,SAMN28402273,"Microbe\, viral or environmental",42058005,GLADSTONE INSTITUTES,2017-07/2017-08,v35-RT,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX15275667,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,MS54_S22,SINGLE,PCR,GENOMIC,Escherichia coli,e,ILLUMINA,2022-07-31T00:00:00Z,1,Main_1_e_v35-RT_rep1,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211580,AMPLICON,246,42891716,PRJNA838025,SAMN28402539,"Microbe\, viral or environmental",21153167,GLADSTONE INSTITUTES,2022-01/2022-02,day5_PCR2,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15275953,7,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_30_14,SINGLE,PCR,GENOMIC,Escherichia coli,abcd,ILLUMINA,2022-07-31T00:00:00Z,1,ED_7_abcd_day5_PCR2_rep1,Cell Culture,ED,SRP375182,bSLS.114,
SRR19211662,AMPLICON,246,28688259,PRJNA838025,SAMN28402297,"Microbe\, viral or environmental",14815897,GLADSTONE INSTITUTES,2020-06/2020-07,part_1_hr4.5,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15275871,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_10,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,3,Main_1_ghi_part_1_hr4.5_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211760,AMPLICON,246,13634671,PRJNA838025,SAMN28402405,"Microbe\, viral or environmental",7459308,GLADSTONE INSTITUTES,2021-05,AB_PCR1,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15275773,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_09,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_l_AB_PCR1_rep6,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_AB_48hr_PCR1_rep6||Main_5d_24+24hr_PCR1_rep6||ED_6a_PCR1_rep6
SRR19211846,AMPLICON,246,13708288,PRJNA838025,SAMN28402381,"Microbe\, viral or environmental",6943470,GLADSTONE INSTITUTES,2020-08/2020-10,retron_Eco4-RT,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15275687,3,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_9_05,SINGLE,PCR,GENOMIC,Escherichia coli,i,ILLUMINA,2022-07-31T00:00:00Z,2,Main_3_i_retron_Eco4-RT_rep2,Cell Culture,Main,SRP375182,BL21-AI,
